Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D1_S1-A9_1_22178.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D1_S1-A10_1_22179.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D2_S1-A11_1_22180.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D2_S1-A12_1_22181.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D3_S1-B1_1_22182.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D3_S1-B2_1_22183.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D4_S1-B3_1_22184.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D4_S1-B4_1_22185.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L1_S1-B1_1_22186.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L1_S1-B2_1_22187.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L2_S1-B3_1_22188.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L2_S1-B4_1_22189.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L3_S1-A5_1_22174.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L3_S1-A6_1_22175.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L4_S1-A7_1_22176.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L4_S1-A8_1_22177.d
A0A8M6Z3X0	A0A8M6Z3X0_DANRE	LOC101884968		232203	223136	231108	236373	241508	239481	232995	241997	240397	251565	267242	259794	265790	271628	214617	234505
A0A8M6Z3Y2	A0A8M6Z3Y2_DANRE	adcy6a		15986.8	15374.1	15858.7	11606	11870.4	14791.3	17505.2	14553.9		14922.9	13835.1	10561.4	13217.1	18343.4	12583.2	15737.6
A0A8M6Z3Y7	A0A8M6Z3Y7_DANRE	oatx		19743.2	18238.5	18432.9	18619.8	16162	17196.5	21821.7	18162.2	15578.8	17460.3	19888.7	19711.6	23806.9	25548.2	16957.2	16495
A0A8M6Z413	A0A8M6Z413_DANRE	xpo5		11558.8	8019.5	7767.38	9578.08	9160.12	10554.1	9387.05	9050.62		7742.43	9876.87	7395.36	8713.46	6746.51	9226.6	6853.19
A0A8M6Z447	A0A8M6Z447_DANRE	LOC100333227		59474.6	60389.1	76808.9	64465.3	54172.8	61351.9	65447.7	77236	55814.1	70036.4	39210.3	50220.1	43781.5	47471.5	90882.1	107271
A0A8M6Z461;A0A8M3B5K8;A0A8M6Z9F1	A0A8M3B5K8_DANRE;A0A8M6Z461_DANRE;A0A8M6Z9F1_DANRE	LOC100536800;LOC108192077;LOC108192079		16932	11474.4			7682.29	7887.42	9504.79		10015.2	6520.28	10322.9	13868.1	19259	17753.4	5580.25	
A0A8M6Z4G1	A0A8M6Z4G1_DANRE	elmo3		10575.9	11218.6	12617	15382.7	11416	13234.1	10163.4	11826.5		17539.4	15345.2	6893.05		10206.1	18577.4	16764.6
A0A8M6Z4G7	A0A8M6Z4G7_DANRE	prkar2b		11317.4	11272.6	20861.9	22308.1	19338.5	23511.2	17292.7	16128.4	28128.4	27926.6	16297	19469	10970.3	10643.9	25184.9	29876.8
A0A8M6Z4P8	A0A8M6Z4P8_DANRE	rmc1		14996.9	17554.7	13110.8	12596.7	12820.1	16693.4	13875.1	15995.4	15759.1	21452.1	14889	16774.7	18004	14025.8	12769.3	17296.5
A0A8M6Z4R1	A0A8M6Z4R1_DANRE	muc5e		11605.7	7121.68	9588.75	9984.6				3909.13	35819.6	11289.9	10775.1	7830.56			17527.9	32651.8
A0A8M6Z4R7;A0A8M1PZX7	A0A8M1PZX7_DANRE;A0A8M6Z4R7_DANRE	ifi44a4;ifi44a8						22892.9	25980.7				11529.5				27892.4		
A0A8M6Z503	A0A8M6Z503_DANRE	LOC103910196																52981.4	54509.5
A0A8M6Z539	A0A8M6Z539_DANRE	myh11b			88906.6	76630.8	96643.7	80638.8	71243.3	59990.5	51323	74674.2	63548.3	71995.2	70924.6	80159.4	84244.7	101075	107948
A0A8M6Z599	A0A8M6Z599_DANRE	ints13		21354.4	23363.6	23262.8	21980	23845.7	22321.7	17216	21361.3	25172.6	21633.5	25144.9	21038.1	31075.8	34390.8	17358	15911.1
A0A8M6Z5N5	A0A8M6Z5N5_DANRE	arhgef7b		13779.9	14539.1	10966	11762.4	12625	11060.5	13161.3	13120.4	9903.48	11457	16091.4	18089.9	15425.5	13405.2	11745.2	12958.9
A0A8M6Z6D7	A0A8M6Z6D7_DANRE	mvb12ba		3803.24			4232.92	5194.5	4056.31	4998.55				4637.32	5495.83		3666.34		5169.5
A0A8M6Z6E5	A0A8M6Z6E5_DANRE	si:dkey-273o13.3		47148.5	43884.7	37446.2	40686.4	47040.4	45242.7	52093.2	47254.5	44951.1	53645.7	50943.3	50629.8	51941.6	51637.5	48391.6	48197.3
A0A8M6Z6M9	A0A8M6Z6M9_DANRE	nup214		27456.4	30830.4	34636.9	35597.6	31343.7	38270.5	25875.5	35068.7	37152	40132.9	36199.5	25400.8	29620.7	25536.8	45282	54502
A0A8M6Z6P5	A0A8M6Z6P5_DANRE	farp1			8842.25	5215.9	5224.23		8846.71	6572.66	8380.29		19179.5					23854.3	29833.7
A0A8M6Z6P7	A0A8M6Z6P7_DANRE	sec23b		42920.6	39670	32568.9	26822.5	32573.1	25237.9	34079.9	29501.7	32030.2	31323	45458.2	46860.1	45015.6	44685.1	27376.9	26284.4
A0A8M6Z6Z8	A0A8M6Z6Z8_DANRE	tspoap1		21501.8	21129.6	19020.8			23149	22606	16929.3		15890.4			18890	18380.1	14520.3	17293.3
A0A8M6Z7B1	A0A8M6Z7B1_DANRE	zranb2		21065.6	20548	18986.5	22773.4	22448.3	26372.5	18211.8	25078.2	16526.1	17375.6	20568.3	27664.6	15637.1	21185.1	19173.7	20677.6
A0A8M6Z7D0	A0A8M6Z7D0_DANRE	mtss1lb		16317.3	16006.8	10083.5	17583.7	17506.5	20393	10678.3	15471.6		31057.7	8887.22	15338.7	9445.1	11924.2	22499.3	22921.6
A0A8M6Z7W7	A0A8M6Z7W7_DANRE	apeh		34795.4	32888	30732.1	29532.4	34153.1	32396	36879.9	39317.6	39180.3	42114.3	35539.4	39596.7	31072.9	35565.4	34337.5	29631.1
A0A8M6Z7Z5;A4QN90	A0A8M6Z7Z5_DANRE;A4QN90_DANRE	LOC569982;zgc:163061		317039	348164	553106	583884	408060	459685	362532	448371	185080	245075	367632	401353	405590	397741	717390	706793
A0A8M6Z838	A0A8M6Z838_DANRE	col4a2		19524.9	20132.9	23279	20781.5	19050.5	18526.4					16317.6				20505.9	19848.5
A0A8M6Z842	A0A8M6Z842_DANRE	crb2b		11759.9	10283.1	13365.3	13703.6	7735.72	14760.6	12326.1	11458.3	7134.66	8446.95	7756.24	8487.31	9743.79	10793.5	9901.07	13435.1
A0A8M6Z8C5	A0A8M6Z8C5_DANRE	rabgap1		31127.4	28723.5	35456.3	35207.2	29067	26594.1	27001.2	35666.1	20149.1	27960.4	27153.1	28373.5	29459.8	28422.6	30008.4	33845.4
A0A8M6Z8T3	A0A8M6Z8T3_DANRE	galt		20057.1	22797.3	24195.4	22088.8	24299.1	24023.7	33031.3	35450.5	27300.6	19915.9	31551.5	28797.3	43360.7	32796.7	31220.5	21339.7
A0A8M6Z8T4	A0A8M6Z8T4_DANRE	flnbl		61157.5	60467.8	65352	64945.3	59845.4	60444.2	57926.8	57146.8	55312.5	59264.7	62177.9	63118.9	66359.4	63714.8	66081.5	71482.6
A0A8M6Z8V0	A0A8M6Z8V0_DANRE	rbp3		148620	155678	202972	211591	172437	178129	191719	186238	352903	211819	160114	155169	190872	200074	219025	297109
A0A8M6Z906	A0A8M6Z906_DANRE	itih3b.2		59160.1	69251	100508	109071	67220.2	75957.9	64885.7	70238.1	48697.2	62898.6	62973.8	60653	63298.7	57336.4	130892	150827
A0A8M6Z984	A0A8M6Z984_DANRE	dgkab		14689.3	14857.6	14118.4	13246.7	15170.6		15697.4	16986.2				17281.8		12895.7		
A0A8M6Z9D3	A0A8M6Z9D3_DANRE	si:rp71-19m20.1		34335.5	32723.7	36170.8	33784.3	30332.4	27733.3	24455.5	24128.3	28023.6	27717	22823.3	24437.9	20411.6	22053.7	28485.1	33237.2
A0A8M6Z9I5	A0A8M6Z9I5_DANRE	ggps1		53902.6	48739.7	45831.5	42179	44845.3	44178.4	47324.9	51243.1	46771.6	49985.8	51596.2	53681.4	51646.6	57132	41180.8	45042.7
A0A8M6Z9J2	A0A8M6Z9J2_DANRE	macrod2		46086.5	42888.4	39267.8	41704.3	49639.3	47108.4	42127.7	43599.3	59583	47198.6	38772.3	42804.2	41927.7	42587.4	45230.2	41907.5
A0A8M6Z9J4	A0A8M6Z9J4_DANRE	rapgef2b		5040.03	4980.56	3545.61	9067.73	5186.37	4668.91	4934.51	4178.28		4922.2	4682.87	5317.8	4145.73	3941.62	4932.17	5501.94
A0A8M6Z9M1	A0A8M6Z9M1_DANRE	picalmb		42686.1	40060.3	42522.3	41665.1	40533.6	40537.4	36654.4	40011	38356.7	35964.8	45464.3	41490.9	44240.8	43026	39738.3	41973.5
A0A8M6Z9P8	A0A8M6Z9P8_DANRE	efemp1		11538.2	13790.8	5316.62	5895.11	4003.6	5163.77	6205.99	8450.52		5883.03	9518.9	8333.46	6734.72	9345	9209.59	6202.26
A0A8M6Z9Q6	A0A8M6Z9Q6_DANRE	eml4		106724	104380	102392	102479	104566	98830.2	108328	106651	85675.5	94951.8	108611	108044	119809	115589	99275.5	98177
A0A8M6Z9Z4;A0A8M9Q0I3;A0A8M2BJU1	A0A8M2BJU1_DANRE;A0A8M6Z9Z4_DANRE;A0A8M9Q0I3_DANRE	robo1;robo2;robo3				5358.91	199369	653267	9341.19	11732.3			211655	147564	6130.43	691399	395178	485998	10430.5
A0A8M9NYM9	A0A8M9NYM9_DANRE	myo18ab		41920.9	43689.9	46175.2	48491.6	46398.7	48687.3	50248.7	43661.9	58518	50532.2	48370.1	48509.8	41983.3	41989.5	52545.5	47502.3
A0A8M9NZA4	A0A8M9NZA4_DANRE	gnb4a		33966.6	43840	49761.9	60016	43333.1	48765.9	39837.9	64120.3	21380.7	73008.1	38217.8	34561.3	13775.7	17395	81588.6	98183.8
A0A8M9NZC6	A0A8M9NZC6_DANRE	apoa4b.2		308756	349544	418352	426128	339509	376669	463392	560328	219568	213781	468870	471126	314253	333651	524507	604394
A0A8M9NZG1	A0A8M9NZG1_DANRE	pop1		3013.78	10261.7		13359	12734					11572.2	12101.5	12376.2	10558.3	10314.9		
A0A8M9NZG4	A0A8M9NZG4_DANRE	adamtsl4		22071.5	21004.9	17986.5	17284.5	22279.3	15299.7	20154.4	17899.2	32135.6	21334.2	25845.9	23830.4	22456.8	17841.5	23815.6	19872.1
A0A8M9NZW7	A0A8M9NZW7_DANRE	LOC101885083		28493.5	21812.7	24092.8	26811.3	23453.7	21172.9	28200.8	25033.2			25082.5	26946.9	21294.9	24286	32053.4	24962.1
A0A8M9P088	A0A8M9P088_DANRE	eml1		33164.6	43011.6	35085.7	39444.4	46711.9	65768.4	40011.6	47231.1	98483.2	81339.2	40166.8	36726.3	26596.7	39124.6	66358.4	96577.6
A0A8M9P0C3	A0A8M9P0C3_DANRE	cdc42bpaa			28607.2	23168.6	41170.2		40660.5		47089.9							68665.8	66960.8
A0A8M9P0T8	A0A8M9P0T8_DANRE	ubr1		23255.2	24106.2	18906.6	20513.4	16661.4	14200.7	21557.5	18978.2	14399.3	13045.5	26072	22103.5	26458.9	30447.7	19282.8	14928
A0A8M9P2C3	A0A8M9P2C3_DANRE	eps15l1b		7093.51	5217.1		9120.61	6768.09	7044.57	8405.73	4425.88			6483.33			9386.4	8617.38	7799.66
A0A8M9P2G2	A0A8M9P2G2_DANRE	exoc1		35212.9	35055	29167.1	32597.1	30866.2	30980	32102.7	34896.2	35098.7	31821.3	31344.3	38130.2	32701.5	31272.3	32025.6	35551.6
A0A8M9P2Q2	A0A8M9P2Q2_DANRE	cdc42bpb		83928	78148.1	74354	76421.9	77303.5	73229.8	82925	75812.6	89890.7	74964.1	85840.7	93337.4	92097.8	85102.3	72864.2	77875.7
A0A8M9P2V3	A0A8M9P2V3_DANRE	wu:fi46h04		349141	351051	423396	422789	391797	414364	417252	407644	364737	391656	382839	386714	339253	355765	415027	466844
A0A8M9P366	A0A8M9P366_DANRE	gsna		236233	222581	300767	301549	237889	239170	248669	249971	210721	214384	225884	229174	267648	265678	331743	387786
A0A8M9P3G8	A0A8M9P3G8_DANRE	acsl6		229426	227680	198970	208573	223473	214206	236074	227120	185650	189570	244178	248472	262731	264743	164782	160857
A0A8M9P3H6	A0A8M9P3H6_DANRE	tcf4						5453.01			4165.01		4956.16	6463.07		4016.19	4846.34	5076.04	
A0A8M9P3K0	A0A8M9P3K0_DANRE	LOC562049		36270.3	37595.6	37303.7	34845.2	40848.7	38679.5	35821.4	33966.6	54928.6	33482	41404.7	39205.5	44253	39699.2	37161.6	38164.5
A0A8M9P457	A0A8M9P457_DANRE	larp1		11856.8	11542.3	10818.3	11587.4	13764.1	13321	11776.7	9266.48		10152	11624.1	9328.78	14462.3	20990.8		8176.69
A0A8M9P4N2	A0A8M9P4N2_DANRE	LOC100536726		18127.7	21360.4			22015.7	23061.8	22820.4	19659.6		21500.1	13766.9	19739.3	14149.8	18687.7		
A0A8M9P4P4	A0A8M9P4P4_DANRE	LOC110437771		63870.9		46041.8					80445.2	85699		70518.4		77391.7			54900.1
A0A8M9P4Q6	A0A8M9P4Q6_DANRE	rabgap1l		20955.8	22994.7	13405.4	16415.8	18143.1	17105	23187.8	19891.8	15445.8	19365.3	28827.9	24576.4	26083.9	28376.2	14544.1	16434.5
A0A8M9P4U0	A0A8M9P4U0_DANRE	strada		36251.4	38522.9	39450.9	43839.4	40819	43371.3	39860.9	37310.2	34027.9	33486.8	36420.8	37896	36725.1	47510.8	34574	34787.6
A0A8M9P595	A0A8M9P595_DANRE	utrn		226305	243688	228962	228698	228611	216345	236640	208348	195106	201010	275746	277788	315519	291368	249815	243377
A0A8M9P5P4;A0A8M9PX56	A0A8M9P5P4_DANRE;A0A8M9PX56_DANRE	LOC402866;psip1b		13496.1	14268.8	14264	14801.2	13947.8	17034.6	16493.1	15437.1	14688.7	13590	16753.9	17224.8	17135.7	20698.9	15534.7	12292.7
A0A8M9P5P6	A0A8M9P5P6_DANRE	dclk2b		33013	22580.1	22047.4	23359	25862.1	20687.3	31705.6	21254	13828.2		18243	25749.9	29747.6	27983.8	22664.9	27882.1
A0A8M9P5S7	A0A8M9P5S7_DANRE	stub1		27274.9	28952.5	29066.3	29610.9	30448.4	30987	22572.1	26364.6	39964.5	27972.3	26446.9	27929.4	23861.8	26415.7	32729	34928.2
A0A8M9P5U9	A0A8M9P5U9_DANRE	epb41l3a		52973.8	57518.4	58183.3	55143.4	50388.3	54705.3	54852	58421.5	51535.6	48179.1	46921	55419.1	60833.6	59694	53939.5	58647.6
A0A8M9P606	A0A8M9P606_DANRE	vapa		41388.4	35480.1	39740.4	43567.2	48915.4	46290.5	44739	39501.1	41436.1	50290.1	49515.1	51044.6	54192.9	50164.5	42913.1	37340.8
A0A8M9P612	A0A8M9P612_DANRE	cul2		26996.9	28712.5	25562.9	25471.4	24848.5	24233.4	28645.7	28172.4	24145.6	24745.7	28595	27212.1	32070.2	29450.2	26040.6	21371.9
A0A8M9P642	A0A8M9P642_DANRE	vill		133534	127317	241418	239633	259874	253163	253734	234249	205787	179394	260469	245119	237587	236207	161130	174470
A0A8M9P6G4	A0A8M9P6G4_DANRE	shank2b		28680.1	29549.7	29100.2	29250	26551.7	26202.2	29687.6	26839.5	30083.3	35743.7	37645.5	33258.2	33046.6	35012.8	32188.8	33106
A0A8M9P6N0	A0A8M9P6N0_DANRE	ap3b2		49331	49462.3	45010.9	45523.2	47678.3	51720.9	48806	48681.9	54161.1	54277.9	58030.1	52977.3	56360.3	55327	50318.7	50964
A0A8M9P729	A0A8M9P729_DANRE	pcp4b		34144.2	38641.5	30538.1	34818.5	26647.7	27480.2	38777.6	39582	63839.4	42603.5	57692.7	48303.3	33866.9	30130.7		
A0A8M9P7E4	A0A8M9P7E4_DANRE	LOC798868		30774.4	31892.8	29609.3	31519.6	29456.1	27314.4	29754.1	24132.6	29973.7	31322.4	31268.8	31923.3	27300.7	27466	28632.4	29604.5
A0A8M9P7F0	A0A8M9P7F0_DANRE	cul9		27628	23354.6	21879.8	20123.5	22961	20895.6	22655.1	21159.3	25840.8	21012.1	26322	24163.4	25663.3	29812.2	23132.1	22405.9
A0A8M9P7X5	A0A8M9P7X5_DANRE	arhgef1b		23431.6	19036.7	20456.6	18914.9	17524.8	16146.4	19847.2	18147.8	17401.7	15255.2	24569.7	26204	24937.4	23173.4	17350.9	19010
A0A8M9P803	A0A8M9P803_DANRE	si:ch211-113e8.11		26756.5	28530.5	31717.4	33045	33963.7	36307.9	34063.2	36950	34919.1	35380.8	31326.8	35708.4	27912.8	31154.2	37504.7	38443
A0A8M9P823	A0A8M9P823_DANRE	ndufaf6		30544.3	36317	25754.5	24320.6	26629.1	27254.7	22583.1	26552.2	25675.5	24358.8	21748.7	28966.4	26042.2	28258.7	23648.8	24070.7
A0A8M9P891	A0A8M9P891_DANRE	tnxba		5696.02														30203.8	28273.8
A0A8M9P8Y6	A0A8M9P8Y6_DANRE	znf593		5821.73	6710.69	5513.85	2795.53	7918.13	4707.19	8524.29	5699.21			2336.83	4887.92	3581.83	8140.95		
A0A8M9P9H3	A0A8M9P9H3_DANRE	crip3		15805.7	21156.4	21548.9	27228	21355.6	18460.9	16921.4	17683.2	17222.8	17977.7	15603.5	15315.8	14424.3	10455	27258.3	27748.6
A0A8M9P9K9	A0A8M9P9K9_DANRE	vps13c		43119.6	47278.5	47285.2	46378.7	45381.6	36561.1	41677.4	40557.3	42033.9	23985.7	46999.7	38925.8	58793.2	58252.5	37342	28772.9
A0A8M9P9W0	A0A8M9P9W0_DANRE	myo7aa		19161.7	22740.8	14451.8	15325.4	17814.8	16006.4	23675.9	23551.5	12109.8	21820.6		17240.8	21568.2	26050.7	14270.1	17837.2
A0A8M9P9X9	A0A8M9P9X9_DANRE	pak1		45291.8	42020.5	41413.2	37250.7	38263.4	39411.5	43186.2	42271.6	28808.5	37450.5	49447	43466.2	43189.7	43076.1	40622	37368
A0A8M9PA32	A0A8M9PA32_DANRE	tp53i11b		18026.7	22033.5	25586.6	25335.9	22347	22817	21011.2	21276.2	26662.6	22249.4	20435.3	19354.2	19203.6	18203.3	25907	28550.2
A0A8M9PA91	A0A8M9PA91_DANRE	LOC110437876		6673.19	6445.63	5820.01		7991.88	7850.19	8469.9	6008.63		5908.88	7190.18			6280.87	6067.04	6068.63
A0A8M9PAP9	A0A8M9PAP9_DANRE	shank2a		3715.68	6059.25	4210.66	4718.77	3048.59		2216.81	2903.18	3016.62		4534.83	4478.13	2552.18	3071.78	5330.49	5439.19
A0A8M9PAQ3	A0A8M9PAQ3_DANRE	suclg2		28275	32346.5	27557.8	23794.6	24454.9	26267.5	26628.8	26532.8	18885.7	20679	30735.1	28407.9	33220.6	31034.5	31105.1	30511.8
A0A8M9PAT6	A0A8M9PAT6_DANRE	chtopa		152689	161716	147486	148111	147829	172108	134400	141237	140501	150762	97099.9	102397	108383	116054	153299	153870
A0A8M9PAY2	A0A8M9PAY2_DANRE	pfkpb		849206	832267	770124	759655	784941	777849	805971	810853	888119	870202	828862	799548	800698	771797	816854	861063
A0A8M9PB08	A0A8M9PB08_DANRE	svilb		63856.9	58599.4	64377.5	61136.1	65587.9	59942.8	77421.2	57578	89362.9	66351.3	65529.7	67448.7	63729.1	67592.5	60732.8	65245.5
A0A8M9PB88	A0A8M9PB88_DANRE	itgb8		51531.5	53984.9	52819.7	53805.2	55876.2	56803.1	49359	52350	49573.8	48798.8	45447.9	42234.6	59950.5	58938.7	51929.4	50352.5
A0A8M9PBF2	A0A8M9PBF2_DANRE	si:dkey-240h12.4		44127.6	48078.2	41911.5	46341	31199.3	30590	37967.3	36929.2	29543	29845.5	32106.5	30824.4	22368.2	26057.5	45285.6	48839.6
A0A8M9PBT0	A0A8M9PBT0_DANRE	snx9b		33379.2	39580.9	47984.2	43828.9	33332.2	31633.2	30211.8	34696.6	29801.4	24881.1	36779.4	35265.8	37832.7	34901.5	41599.9	34556.2
A0A8M9PC08	A0A8M9PC08_DANRE	plcb1l		14756.4	16719.9	14963.9	17162.9	17343.4	15408	19494.8	12422.8	23537.5	15985.1	15823.8	16180	20928.4	18415.8	19211.4	17037.5
A0A8M9PC75	A0A8M9PC75_DANRE	syne1a		61923.8		65807.5	63867.9		77704.6	81256.8	40697.2	55221.9	87888	56949.1		98961.1		88848.2	78277
A0A8M9PC77	A0A8M9PC77_DANRE	strn4		27713.8	28620.5	27494	27164.8	28921.7	31154.8	31598.7	28482.9	28780.2	23324.1	33976.6	33582.9	30023.7	33103.8	28140.4	23922
A0A8M9PCH0	A0A8M9PCH0_DANRE	nup54		70837.8	65493.4	64694.6	60747.9	69676	66191	74031.6	72236.9	73890.1	59787.1	80844.3	79171.4	81238.2	79279.9	64869	63822.8
A0A8M9PCP4	A0A8M9PCP4_DANRE	pde2a		13541	12529.6	12683.1	9384.38	11239.5	15111	9438.39	12927.8	11409.1	14368.6	14567.7	12724	16993.9	12689.3	7461.55	8366.13
A0A8M9PCW4	A0A8M9PCW4_DANRE	znf462		12367.1	14725.4	18732.8	15107	12602.4	15526.9	17300.8	17625	15521.1	19002.4	13782.6	15729.9	19289.5	23842.5	15005.7	14414.8
A0A8M9PCZ4	A0A8M9PCZ4_DANRE	josd2		20463.3	19627.7	19140	26199.8	28785.6	19902.2	25678.5	25970.4	14387.8	25294.7	20356.2	15522.5	24255.6	27271	26232.8	25172.3
A0A8M9PD37	A0A8M9PD37_DANRE	pbxip1b		44713.2	43857.6	41152.4	42962.2	37750.6	39997.6	36341.6	35512.9	49784.5	44733.6	37637.3	41106.5	36641.5	36919.5	41181.3	38578.9
A0A8M9PD70	A0A8M9PD70_DANRE	oxr1a		92203	94690.5	95493.5	106147	90679.3	93644.6	81938.5	93497.6	84579.5	91843.5	73060.8	82343.4	83910.1	82650.1	98452	104234
A0A8M9PD73	A0A8M9PD73_DANRE	cdk14		26457.2	21345.3	27102.7	30638	23303	18914.1	28181.1	24939.8	12632.4	22708	29594.7	23811.5	26046.4	29334.2	14523.6	12530
A0A8M9PDB9	A0A8M9PDB9_DANRE	ank1b		18329.3	26605.2	19116.6	18487.9	19572.5	25823.9	18235.9	19716.4	22053.6	25577.8	22131.9	22969	21742.1	23253.1	33333	39599.3
A0A8M9PDC4	A0A8M9PDC4_DANRE	LOC556653		31051.8	27624.9	23258.1	24064.6	28793.3	30006.6	29676	26357.6	52488.9	39406.9	25438.7	30478.7	30487.1	27292	28753.1	27777.7
A0A8M9PDC8	A0A8M9PDC8_DANRE	plecb		49949.5	48928.6	47190.4	46755	37085.9	38481.9	32994.3	33659.8	39948	32386.3	38837.8	39081.7	37260.7	38094.3	65743.3	67723
A0A8M9PDF7	A0A8M9PDF7_DANRE	maptb		165902	165578	156858	160817	153118	167939	154901	159301	171461	155965	162509	149098	143948	155892	162989	171896
A0A8M9PDL9	A0A8M9PDL9_DANRE	LOC101884909		28711.6	31860.2	39681.3	36419.5	33002	33452.8	35472.8	34887.1	25820.8	40762.7	35549.8	32765.4	32161.6	35982.1	42154.2	42312.3
A0A8M9PDQ2	A0A8M9PDQ2_DANRE	arid1aa		19328.8	22165.3	21389.1	28999	22466	26952.1	23981.7	24769.3	31663.4	27423.9	26486.7	28115.6	21971.6	25041.3	29374.2	24426.9
A0A8M9PE84	A0A8M9PE84_DANRE	gphna		81513.5	77209.8	72534.5	71374.9	64847	65252.2	71441.2	70241.7	76938	75893.6	84815.6	82235.5	92221.6	83348.6	64933.8	71157
A0A8M9PE99	A0A8M9PE99_DANRE	dtnbb		26657.2	26545.3	28786.9	26931.8	28592.4	26987.9	29296.5	25339.2	24224.2	31593.3	25029.3	22928.7	28433.5	28294.4	23952.3	25411.6
A0A8M9PED2	A0A8M9PED2_DANRE	sergef		10692.5	10156.1	11104.3	12215.1	10300.1	15109.8	10961.7	13115.1	23262.1	14617.1	15286.9	18089.9	17250.8	17600.9		16818.8
A0A8M9PEK0	A0A8M9PEK0_DANRE	ralgapa1		19860.5	17717.2	19927.6	17890.5	18197.6	19261.5	17127.6	16953.7	24560	13012.4	16365.3	20403.1	19494.2	20965.4	14126.6	15286.6
A0A8M9PEK9	A0A8M9PEK9_DANRE	mia2		32997.6	24136.3	28302.9	27628	31848.5	29882.9	27138	28241		26977	37561.6	33564.2	33937.5	34711.4	33547.1	27285
A0A8M9PEW4	A0A8M9PEW4_DANRE	sptbn5		9793.56	9359.2	8338.33	8423.04	6316.09	5635.51	10893.5	6721.44			12028.4	12451.3	15676.9	12548.5		
A0A8M9PEX3	A0A8M9PEX3_DANRE	nsfa		585234	615720	558367	559319	526735	540819	547270	559797	696977	670860	531096	527140	571973	567699	662319	751644
A0A8M9PF00	A0A8M9PF00_DANRE	plekhd1		50373.6	51155.5	42961.1	45951	43088.1	39375.9	47903.5	46962.5	38149.3	46983.8	44775.3	44413.5	46939.1	41943.2	34682.8	36210.1
A0A8M9PF48	A0A8M9PF48_DANRE	chl1a		83907.6	87331.6	63172	56745.2	50538	51033.2	66385.6	61250.1	60343.2	71000.5	79654.4	80124.9	68442.3	63643.3	65997.1	65764.7
A0A8M9PF96	A0A8M9PF96_DANRE	LOC101885790		19480.7	14775.7	16811.7	16217.8	13761.7	12279.1	15281.4	12758.3	13409.6	11487.5	15121	15899	22921.4	15376.4	9963.39	10197.5
A0A8M9PFD6	A0A8M9PFD6_DANRE	nup205		38267.8	33927.5	34378.2	37125.6	34831.1	34225.9	33595.9	32142.6	42376.2	37424.6	41087.4	38275.1	43010.7	41458.4	42450.2	38416.8
A0A8M9PFF4	A0A8M9PFF4_DANRE	eif4g3b		60969.5	59770.5	57480.6	57121.1	61687.6	59322.9	65020.5	58293.2	73576.5	54353.4	63181.5	64500	70108.5	69795.7	53359.2	48375.6
A0A8M9PFP4	A0A8M9PFP4_DANRE	shank3a		3854.15	5694	4723.07	6885.38	4015.21	4663.12	6485.89	5376.29		4100.89	8071.39	7550.28	8004.88	8162.16	5258.91	2829.84
A0A8M9PFY2	A0A8M9PFY2_DANRE	eps15l1a		43871.6	44091.7	41833.4	41645.7	46484.6	45466	49464.3	46215.4	47285.5	45696.9	49831.5	42698.8	47845.7	44458.5	37914	41150.1
A0A8M9PFZ3	A0A8M9PFZ3_DANRE	fam118b		51425.8	52916.2	41098.2	42788.5	42927.5	38488.9	56096.2	52122	53706.8	49739.2	58489.7	56657.3	61215.7	62894.9	34771.5	34540.9
A0A8M9PG19	A0A8M9PG19_DANRE	tnikb		19603.4	14660.8	21727.7	21584		24391.6	27669.9	28985.7		20506.9	46811	46238.1	28599.4	28243.6	25164.9	23155.8
A0A8M9PG48	A0A8M9PG48_DANRE	sugct		11415	9714.97	9049.67	8372.97	8012.56	8751.81	8425.95	8528.81	6913.18	6149.04	9492.23	9060.1	12173.5	9803.79	6503.23	6877.49
